Neural Network Program
0.7300000.5800000.4000001.6500001.0300000.160000
1.9973462.93327512.851202
0.000000 0.000000 0.000000 0.073319
0.000000 0.020000 0.031395 0.083968
0.000000 0.040000 0.062667 0.096761
0.000000 0.060000 0.093691 0.111939
0.000000 0.080000 0.124345 0.129679
0.000000 0.100000 0.154508 0.150046
0.000000 0.120000 0.184062 0.172949
0.000000 0.140000 0.212889 0.198114
0.000000 0.160000 0.240877 0.225080
0.000000 0.180000 0.267913 0.253221
0.000000 0.200000 0.293892 0.281808
0.000000 0.220000 0.318712 0.310078
0.000000 0.240000 0.342273 0.337310
0.000000 0.260000 0.364484 0.362888
0.000000 0.280000 0.385256 0.386335
0.000000 0.300000 0.404508 0.407330
0.000000 0.320000 0.422164 0.425692
0.000000 0.340000 0.438153 0.441366
0.000000 0.360000 0.452413 0.454391
0.000000 0.380000 0.464888 0.464872
0.000000 0.400000 0.475528 0.472959
0.000000 0.420000 0.484291 0.478823
0.000000 0.440000 0.491144 0.482648
0.000000 0.460000 0.496057 0.484612
0.000000 0.480000 0.499013 0.484891
0.000000 0.500000 0.500000 0.483646
0.000000 0.520000 0.499013 0.481027
0.000000 0.540000 0.496057 0.477166
0.000000 0.560000 0.491144 0.472187
0.000000 0.580000 0.484292 0.466195
0.000000 0.600000 0.475529 0.459287
0.000000 0.620000 0.464889 0.451547
0.000000 0.640000 0.452414 0.443048
0.000000 0.660000 0.438154 0.433856
0.000000 0.680000 0.422164 0.424029
0.000000 0.700000 0.404509 0.413619
0.000000 0.720000 0.385257 0.402673
0.000000 0.740000 0.364485 0.391234
0.000000 0.760000 0.342274 0.379340
0.000000 0.780000 0.318713 0.367031
0.000000 0.800000 0.293893 0.354343
0.000000 0.820000 0.267914 0.341314
0.000000 0.840000 0.240878 0.327981
0.000000 0.860000 0.212891 0.314384
0.000000 0.880000 0.184063 0.300565
0.000000 0.900000 0.154510 0.286569
0.000000 0.920000 0.124346 0.272442
0.000000 0.940000 0.093692 0.258237
0.000000 0.960000 0.062668 0.244006
0.000000 0.980000 0.031397 0.229808
0.020000 0.000000 0.031395 0.083942
0.020000 0.020000 0.062790 0.095632
0.020000 0.040000 0.094062 0.109629
0.020000 0.060000 0.125086 0.126177
0.020000 0.080000 0.155740 0.145442
0.020000 0.100000 0.185904 0.167463
0.020000 0.120000 0.215457 0.192111
0.020000 0.140000 0.244285 0.219056
0.020000 0.160000 0.272272 0.247774
0.020000 0.180000 0.299308 0.277574
0.020000 0.200000 0.325288 0.307665
0.020000 0.220000 0.350107 0.337241
0.020000 0.240000 0.373669 0.365551
0.020000 0.260000 0.395879 0.391971
0.020000 0.280000 0.416652 0.416033
0.020000 0.300000 0.435903 0.437432
0.020000 0.320000 0.453559 0.456014
0.020000 0.340000 0.469548 0.471752
0.020000 0.360000 0.483809 0.484708
0.020000 0.380000 0.496283 0.495011
0.020000 0.400000 0.506923 0.502829
0.020000 0.420000 0.515687 0.508348
0.020000 0.440000 0.522539 0.511759
0.020000 0.460000 0.527453 0.513251
0.020000 0.480000 0.530409 0.513002
0.020000 0.500000 0.531395 0.511176
0.020000 0.520000 0.530409 0.507924
0.020000 0.540000 0.527453 0.503380
0.020000 0.560000 0.522539 0.497666
0.020000 0.580000 0.515687 0.490890
0.020000 0.600000 0.506924 0.483147
0.020000 0.620000 0.496284 0.474520
0.020000 0.640000 0.483809 0.465086
0.020000 0.660000 0.469549 0.454911
0.020000 0.680000 0.453560 0.444054
0.020000 0.700000 0.435904 0.432569
0.020000 0.720000 0.416652 0.420507
0.020000 0.740000 0.395880 0.407912
0.020000 0.760000 0.373670 0.394831
0.020000 0.780000 0.350108 0.381305
0.020000 0.800000 0.325289 0.367378
0.020000 0.820000 0.299310 0.353094
0.020000 0.840000 0.272273 0.338497
0.020000 0.860000 0.244286 0.323637
0.020000 0.880000 0.215459 0.308563
0.020000 0.900000 0.185905 0.293329
0.020000 0.920000 0.155741 0.277994
0.020000 0.940000 0.125087 0.262618
0.020000 0.960000 0.094063 0.247266
0.020000 0.980000 0.062792 0.232005
0.040000 0.000000 0.062667 0.096586
0.040000 0.020000 0.094062 0.109466
0.040000 0.040000 0.125333 0.124832
0.040000 0.060000 0.156357 0.142924
0.040000 0.080000 0.187011 0.163890
0.040000 0.100000 0.217175 0.187738
0.040000 0.120000 0.246729 0.214285
0.040000 0.140000 0.275556 0.243138
0.040000 0.160000 0.303543 0.273700
0.040000 0.180000 0.330580 0.305206
0.040000 0.200000 0.356559 0.336807
0.040000 0.220000 0.381378 0.367651
0.040000 0.240000 0.404940 0.396970
0.040000 0.260000 0.427151 0.424140
0.040000 0.280000 0.447923 0.448710
0.040000 0.300000 0.467175 0.470405
0.040000 0.320000 0.484830 0.489104
0.040000 0.340000 0.500820 0.504812
0.040000 0.360000 0.515080 0.517622
0.040000 0.380000 0.527555 0.527686
0.040000 0.400000 0.538195 0.535190
0.040000 0.420000 0.546958 0.540332
0.040000 0.440000 0.553810 0.543314
0.040000 0.460000 0.558724 0.544329
0.040000 0.480000 0.561680 0.543555
0.040000 0.500000 0.562667 0.541159
0.040000 0.520000 0.561680 0.537289
0.040000 0.540000 0.558724 0.532078
0.040000 0.560000 0.553810 0.525646
0.040000 0.580000 0.546958 0.518098
0.040000 0.600000 0.538195 0.509527
0.040000 0.620000 0.527555 0.500017
0.040000 0.640000 0.515080 0.489641
0.040000 0.660000 0.500820 0.478466
0.040000 0.680000 0.484831 0.466553
0.040000 0.700000 0.467176 0.453957
0.040000 0.720000 0.447924 0.440730
0.040000 0.740000 0.427152 0.426922
0.040000 0.760000 0.404941 0.412582
0.040000 0.780000 0.381379 0.397759
0.040000 0.800000 0.356560 0.382501
0.040000 0.820000 0.330581 0.366862
0.040000 0.840000 0.303544 0.350894
0.040000 0.860000 0.275557 0.334656
0.040000 0.880000 0.246730 0.318210
0.040000 0.900000 0.217176 0.301620
0.040000 0.920000 0.187013 0.284956
0.040000 0.940000 0.156358 0.268293
0.040000 0.960000 0.125334 0.251707
0.040000 0.980000 0.094063 0.235276
0.060000 0.000000 0.093691 0.111463
0.060000 0.020000 0.125086 0.125678
0.060000 0.040000 0.156357 0.142569
0.060000 0.060000 0.187381 0.162365
0.060000 0.080000 0.218035 0.185190
0.060000 0.100000 0.248199 0.211004
0.060000 0.120000 0.277753 0.239566
0.060000 0.140000 0.306580 0.270405
0.060000 0.160000 0.334567 0.302841
0.060000 0.180000 0.361604 0.336037
0.060000 0.200000 0.387583 0.369083
0.060000 0.220000 0.412402 0.401093
0.060000 0.240000 0.435964 0.431289
